,texto,sentimiento,texto_normalizado
4674,"Too much, too soon “@Sara_MonteroM: Por cierto, @pedroj_ con mi edad estaba dando clase en EE UU como profesor de Literatura Española.",0,too much too soon “ ciert edad dand clas ee uu profesor literatur español
7457,@la_tuerka @Pablo_Iglesias_ dice conocer la realidad social de los más necesitados pero calla ante asesinato de miles de cristianos por ISIS ,1,dic conoc realid social necesit call asesinat mil cristian isis
10891,"@iruri gracias, ya eran necesarias tras un duro año de trabajo  ¿has cogido tú ya?",2,graci necesari tras dur año trabaj ¿ cog
13283,"@Angiecava1995 Jajaja nooo, lo digo porque me parece raro ... Sigo sin ánimos de beber",0,jajaj noo dig parec rar ... sig anim beb
6380,"“@Jandrohormig: @David_Busta Felicidades y disfruta de tu melena, otros no pudimos...”JAJAJAJA! por mucho tiempo! Gracias!!!",2,“ felic disfrut melen pud ... ” jajajaj tiemp graci
13189,lo que mas me rompe el corazón es cuando el 76 saca su campo biótico para curar a todo el mundo y luego reaper llega cuando ya se acabó,1,mas romp corazon 76 sac camp biotic cur mund lueg reap lleg acab
13431,Un nuevo ciclo y con muchas cosas por realizar,0,nuev cicl much cos realiz
16159,Al Penedès votaran PP segur. Que no sigui que els hi vagi a Rubalcaba. #festivaldelhumor #20N,0,penedès vot pp segur sigui els hi vagi rubalc festivaldelhumor 20n
1075,Rajoy y Zapatero han protagonizado el traspaso de poderes más sosegado de la democracia. Los dos han puesto de su parte para lograrlo.,2,rajoy zapater protagoniz traspas poder soseg democraci dos puest part logr
3936,"Erich Sokol, uno de mis caricaturistas favoritos... http://t.co/xnO6sV3I",2,erich sokol caricatur favorit ...
12747,"Bueno, ya me cansé de poner en su lugar a esos muertos chilenos. Será hasta mañana, amigos",1,buen cans pon lug muert chilen mañan amig
15879,"regular para poner la economía al servicio de las personas, #MarianoNo, #conRubalcaba",0,regul pon econom servici person marianon conrubalc
4207,RT @PrensaCs: @Albert_Rivera 'los ciudadanos tienen derecho a saber si lo q  hace el govern con las nuevas tasas  es inconstitucional o no',0,ciudadan derech sab si q hac govern nuev tas inconstitucional
6714,El recorte es de 27.300 millones de euros #CMin,1,recort 27.300 millon eur cmin
2149,No se puede utilizar la crisis como excusa para privatizar servicios públicos. Atacar a lo público es atacar a la democracia.,1,pued utiliz crisis excus privatiz servici public atac public atac democraci
8512,@diegodelagos Ayer la gente de mi FB se portó mejor que la de mi TL de TW en relación con el tema de los himnos...,0,ayer gent fb port mejor tl tw relacion tem himn ...
9320,@yisusdude jaja a buena respuesta,2,jaj buen respuest
15892,Otra vez más se corona Rajoy!!! Ahora va y reconoce recortes y más recortes como dijo @conRubalcaba !!! Ridiculo!!!!,1,vez coron rajoy ahor va reconoc recort recort dij ridicul
16520,PPSOE e IU se oponen a renunciar a sus privilegios como pedía @UPyD Asamblea de Madrid http://t.co/KuT2SZ23 (video) #cadavotovale #fb,0,ppso iu opon renunci privilegi ped asamble madr
7340,"@sanchezcastejon alias Pedro Sanchez, se pierde en Washington, se equivoca de botón y dice que el sevillano Antonio Machado es soriano . ",1,ali pedr sanchez pierd washington equivoc boton dic sevillan antoni mach sorian
12246,"Están buenos los temas de biología, se entienden. Lastima que la divina de Cecilia siempre busca la forma de sentarnos a todos",0,buen tem biolog entiend lastim divin cecili siempr busc form sent
10401,Estoy muy triste porque antes me llenaba con 2 pedazos de pizza y ahora con uno,1,trist llen 2 pedaz pizz ahor
9039,@valegarrou jaja es lo menos que hago por dicha pero si paso pegado a FB,0,jaj men hag dich si pas peg fb
10325,Esos taquitos al pastor me están destrozando el estomago peor que tus engaños,1,taquit pastor destroz estomag peor engañ
13022,@EcoFeminita gracias! Estoy encantada con la web. A ver si coordinamos una nota.,2,graci encant web ver si coordin not
12965,@ias25viki les tengo alergia (?) ah hacia problema por todo,1,alergi ah haci problem
14695,"@julen_garcia @marianorajoy Por favor, amigosh, no me votéish que me lo he penshado mejor con este tshunami que se me viene encima!!!",0,favor amigosh voteish pensh mejor tshunami vien encim
2509,Con Adam Sandler (que al final no ha venido y me ha dejado solo para el estreno)#jackysugemela http://t.co/9TaK5sQd,0,adam sandl final ven dej sol estren jackysugemel
7282,"@jesuspati @PedroChamonL @UPyD Pues cuando te aburras y te apetezca hacer un reparto, ya sabes dónde venir ;) ",0,pues aburr apetezc hac repart sab dond ven ;)
12251,"Extraño tanto a mi Bro Ale!Las salidas,los consejos,las jodas con la peña! Todo me hace tremenda falta!",1,extrañ bro ale sal consej jod peñ hac tremend falt
4067,RT“@AlertaNews24: Policía en Atenas intenta dispersar con gases lacrimógenos a manifestantes que tratan de reunirse en Plaza Syntagma.,1,rt “ polic aten intent dispers gas lacrimogen manifest trat reun plaz syntagm
9781,"ya esta hannibal s3 en mix up pero esta muy cara y no vale la pena el gasto si fue la temporada que menos me gusto,esperare una oferta",1,hannibal s3 mix up car val pen gast si tempor men gust esperar ofert
14165,lo mismo pasaremos con Angie y SR,0,mism pas angi sr
3145,MUY BUENO RT @santigonzalez10 Armas para la paz http://t.co/vfrrywVv,0,buen rt armas paz
16032,@conRubalcaba Hemos sacrificado en beneficio de España nuestros intreses particulares. y de Partido,2,sacrific benefici españ intres particular part
10592,"@pakechii nop era como payaso de rodeo? Esa si me la sé, bueno no",0,nop payas rode si se buen
12333,Un amigo no para de mandar fotos de tremenda borrachera diurna en Melo y uno acá estudiando al moderado de Montesquieu. I'm suffering,1,amig mand fot tremend borracher diurn mel aca estudi moder montesquieu i'm suffering
7927,@pepebass3 @ierrejon @ahorapodemos el problema es todo lo que usted menciona más lo de Monedero y Errejón. ,1,problem usted mencion moneder errejon
13964,"Ojala pudiera devolver el tiempo, para verte de nuevo, para darte un abrazo y nunca soltarte . #IMissYou #MyAngel",1,ojal pud devolv tiemp vert nuev dart abraz nunc soltart imissyou myangel
14304,necesito un hotel barato en trujillo,0,necesit hotel barat trujill
540,"""no hay prevista reunión con AMAIUR"", dice Alfonso Alonso",0,previst reunion amaiur dic alfons alons
4235,"La noche en que murió su hijo, Ricardo Baroja salió al balcón de Itzea e increpó al cielo: ""¡Tú, Triángulo, ¿por qué me haces esto?!""",1,noch mur hij ricard baroj sal balcon itze increp ciel ¡ triangul ¿ hac
5507,"De San Sebastián tenían que ser, Fede, de San Sebastián... @FedericoQuevedo @joelareina",2,san sebastian ser fed san sebastian ...
13034,¿Cuántos asesinados más #Bonomi? No vas contra cómplices y DELINCUENTES que usan fútbol para ilícitos pues se relacionan con tu esposa,1,¿ cuant asesin bonomi vas complic delincuent usan futbol ilicit pues relacion espos
12562,Va estar lindo el veranooo aca,2,va lind veranoo aca
754,Hoy toca disfutar de un amigo... @danimartinezweb !!,2,hoy toc disfut amig ...
9692,"¿Cómo que no voy a ver a Sputnik, tampoco me voy a ir a aguascalientes, los Rebel ya tocaron y a Little va mi ex? Y los boletos de la WWE",1,¿ com voy ver sputnik tampoc voy ir aguascalient rebel toc littl va ex bolet wwe
2542,Pero no luchaban por la cultura libre? 10 mill de euros! “@amanda_mars: Los fundadores de SeriesYonkis venden el portal http://t.co/TRrRdXq1,1,luch cultur libr 10 mill eur “ fundador seriesyonkis vend portal
6074,"Los Castro, a lo suyo: En Cuba detienen a 70 damas de blanco en vísperas de la llegada del Papa http://t.co/SfJR8TgH",1,castr cub detien 70 dam blanc visper lleg pap
15699,"Porque, esta vez sí, la revolución será televisada, VOTA #aritmetica20N. El domingo por la noche nos vamos a reír #20N",0,vez revolu televis vot aritmet 20n doming noch vam reir 20n
5218,Buenos días ;-)),2,buen dias ;-)
13686,Fin de la Misión #Lima-limon: Muchas gracias a tod@s por el cariño y por la buena onda!! El tiempo fue corto pero se repetirá visita,2,fin mision lima-limon much graci tod @s cariñ buen onda tiemp cort repet visit
11666,Un NOSOTROS así de grande por hoy ,2,asi grand hoy
237,"........ ya ya......Griñán ve ""imposible"" ser imputado en el caso ERE http://t.co/BQaNiwnQ",1,... ... griñan ve impos ser imput cas ere
4271,"RT @Ciutadans_Cs: @Albert_Rivera: ""Que ICF y Govern expliquen a los ciudadanos bajo qué criterios se dieron créditos a 1 empresa en quiebra""",1,icf govern expliqu ciudadan baj criteri dieron credit 1 empres quiebr
5875,Buenas tardes twiteros!,2,buen tard twiter
6658,Calle Consell de Cent. Bcn http://t.co/3nCnnxkP,0,call consell cent bcn
100,Bien que lo siento si es así.La UEDila la bienvenida ayer.Esperemos que aun salga adelante.,1,bien sient si asi uedil bienven ayer.esp aun salg adel
9926,"Desperté casi a las 11:00 am. No me juzguen. Tengo el nombre de la princesa que estuvo dormida toda la película, ¿que esperaban?",0,despert casi 11:00 am juzg nombr princes dorm tod pelicul ¿ esper
12899,Buen día!!!..toda hecha mierda gripe maldita pero..bañito y a trabajar se a dicho..,0,buen dia .. tod hech mierd grip maldit .. bañit trabaj dich ..
17044,"@PereCarles @iunida Está claro, hay muchos defraudados del PSOE xk son gente de izquierdas y han visto que su partido no lo ha sido",0,clar defraud pso xk gent izquierd vist part sid
8909,No sé ni qué leer para tratar de entender lo que va a pasar. Todas mis fuentes usuales fallaron,1,se leer trat entend va pas tod fuent usual fall
5362,"Hijo, muchas gracias! “@ParradoLema: @PilarGGranja eres magnifica periodista”",2,hij much graci “ magnif period ”
4766,"Un poco de humor, mis #trolldeldía: Señores que no distinguen al dueño del diario de un columnista #haztefan http://t.co/fGowJu6X",0,humor trolldeld señor disting dueñ diari column haztef
7504,"@bolsamania Pues como esa ""info"" sobre #PODEMOS se la haya pasado Montoya, nos vamos a reir mucho dl #PSOE!! XDDDDDDDDDDDD @Pablo_Iglesias_ ",1,pues info pod pas montoy vam reir dl pso xddd
11413,"@LuciaDollface Ya ves, parece un comic más maduro pero el dibujo se delata solo ",0,ves parec comic madur dibuj delat sol
8794,"Senasa NECESITA casas cuna, apúntense no hay suficiente presupuesto para todos los animalito afectados",0,senas necesit cas cun apuntens suficient presupuest animalit afect
11354,Los ministerios q os tienen a vosotros engañando maca conmigo tenías q dar @Rafa_Hernando q t iba a dar un baño así d paso t lavas l boca ,1,ministeri q engañ mac conmig q dar q t iba dar bañ asi d pas t lav l boc
15956,"@alvarorodilla @conrubalcaba @carmechacon2011 Aun así ganará a Rub-Al-Qaaba y a ZarraPastroso. 20 puntos de ventaja, side Times, sobre PSOE!",0,aun asi gan rub-al-q zarrapastr 20 punt ventaj sid tim pso
1582,"“@mikelayestaran: @anapastor_tve un alto mando irani niega el lanzamiento d misiles hoy segun @RT_com ¿entonces las imágenes, d archivo?”",1,“ alto mand irani nieg lanzamient d misil hoy segun ¿ entonc imagen d archiv ”
14643,COMPROMISO: Elaborar Estrategia con objetivo la erradicación d prejuicios y discriminación x razón edad #peleaporloquequieres @conRubalcaba,2,compromis elabor estrategi objet errad d prejuici discrimin x razon edad peleaporloquequier
2431,A ver si os gusta! b Dias! El cartero llama dos veces | Intereconomía | 689632 http://t.co/JL9RVpkn via @intereconomia,2,ver si gust b dias carter llam dos vec intereconom 689632
1044,"#Amaiur, Antigüedad insiste a Rajoy que están condenados a entenderse: ""vamos _ perseverar..como si hace falta atornillarse a la mesa""",1,amaiur antigüed insist rajoy conden entend vam persever .. si hac falt atornill mes
13839,"Al principio me dolió ese corazón azul, luego recordé cómo era y que no tiene bandera y se me pasó",2,principi dol corazon azul lueg record com bander pas
5009,Apple presentaría el nuevo #iPad la próxima semana http://t.co/8PF4Gaeo vía CNN,2,apple present nuev ipad proxim seman
14902,#manifestación #mareaverde no puede entrar en #17NSOLENVERDE porque @UPyD ha convocado Acto electoral en Sol Favores a @EsperanzAguirre,1,manifest mareaverd pued entrar 17nsolenverd convoc acto electoral sol favor
1487,"ajá! “@JulenAriza: mal síntoma, especialmente para Newt Gingrich, que no ha podido conseguir 10.000 firmas en el mismo estado donde vive.”",1,aja “ mal sintom especial newt gingrich pod consegu 10.000 firm mism viv ”
7634,"Nos dice Comisario Mimica q Comisión Europea pide a estados compromiso c 0,7% AOD. Q posición llevará @marianorajoy ? http://t.co/8WeeMi1cNM ",1,"dic comisari mimic q comision europe pid compromis c 0,7 aod q posicion llev"
5795,Capitalismo versión 2012.Los grandes acuerdos.T.Friedman. http://t.co/O3saXKC7,0,capital version 2012.los grand acuerdos.t.friedm
5491,En un ratito...,0,ratit ...
12559,Necesito volver a Samsung por más de que iPhone tenga tremendo sistema operativo no me permite ser tan libre como galaxy,0,necesit volv samsung iphon tremend sistem oper permit ser tan libr galaxy
618,"Los minijobs me parecen un horror, no son una solución mágica. El problema de España no está en la reforma de su mercado laboral",1,minijobs parec horror solucion magic problem españ reform merc laboral
3799,"El Mirandés se merecía más el segundo que el Athletic el cuarto, ¿no creéis?",1,mirandes merec segund athletic cuart ¿ cre
12573,"@cuervotinelli Buenas noches que descanses !!,12 días para verte;3, prometo ésta vez quedarme hasta el final del programa así te conozco",2,buen noch descans 12 dias vert 3 promet esta vez qued final program asi conozc
1600,@Fgarea un abrazooooo,2,abrazoo
15873,Tenemos un modelo de país. Vamos a ser la sorpresa del #20N #EncuentroEquo,2,model pais vam ser sorpres 20n encuentroequ
16036,O Goberno non está disposto a facilitar o voto dos mariñeiros embarcados http://t.co/hhJ8W0qC #BNG #euBNG @obloque #20N,0,gobern non dispost facilit vot dos mariñeir embarc
1752,El libro electrónico se abre hueco en España http://t.co/hCzCUJF4 via @elmundoes,2,libr electron abre huec españ
10620,Que difícil es tomar una decisión cuando no es para ti,1,dificil tom decision
2040,"Al menos 20 muertos y 25 heridos por la explosión de una bomba en una gasolinera en Pakistán, en la zona fronteriza con Afganistán",1,men 20 muert 25 her explosion bomb gasoliner pakistan zon fronteriz afganistan
2083,"Mañana en @elconfidencial mi #dos palabras ""Cuando la corrupción se convierte en nuestro peor enemigo"".",1,mañan dos palabr corrupcion conviert peor enemig
7966,@maperezpirela Porque no le callamos la boca a  @marianorajoy  nacionalizando el Banco Provincial . Saludos desde los Valles de Tuy. ,0,call boc nacionaliz banc provincial salud vall tuy
14993,"#20N Votad Votad Ya vereís como luego hay que emitir más deuda para pagar: la campaña, la fiesta de la democracia, los ipads de sus señorías",1,20n vot vot ver lueg emit deud pag campañ fiest democraci ipads señor
