,texto,sentimiento,texto_normalizado
2602,Lo de las mamás famosas y las marcas infantiles es total.... Alba Carrillo hace su primera aparición publicitaria http://t.co/LBdbUEH8,2,mama famoso marca infantil total alba carrillo hacer primera aparicion publicitaria
15026,#20n #15m Es la madurez de la sociedad consciente del engaño que la política implica,0,n m madurez sociedad consciente engaño politica implicar
15236,"@Cepeda: "" que explique ya que quiere hacer con la economía de España"" #mitinLatina @psoelatina @conRubalcaba",2,   explicar querer hacer economia españa mitinlatina
6500,“@Mile_aguirre: @David_Busta cuando me vas a mandar un Besoaa Tengo qe seguir esperando? Jaja saludos desde Argentina.”BESAZOOOO!,2,“ ir mandar besoaa tener qe seguir esperar jaja saludos argentina”besazoooo
6598,No entiendo tanta violencia RT @RafaelPorrasG: Puquetes atacan a Lis plicias en alcazabilla,1,entender violencia rt puquetes atacar lis plicias alcazabilla
11355,"Esto es tan surrealista 😂 Pues nada, la cuenta de twitter de PewDiePie a la puta ",1,tan surrealista 😂 pues cuenta twitter pewdiepie puta
11477,"Mañana me veré las que faltan, pero la mejor de la noche no ha sido Britney vaya  Me ha decepcionado",1,mañana vere faltar mejor noche sido britney ir decepcionar
11009,"@agarzon por cierto, felicidades  
Gran noticia.",2,"cierto felicidad  
 gran noticia"
17014,"#nomeolvido de que voy a votar a @iunida porque es garantía de democracia, frente a los mercados. #Rebelate y #eligeIU. Cada vez #somosmas",2,nomeolvido voy votar garantia democracia frente mercado rebelate eligeiu cada vez somosmas
4833,"..,y los de Manos Limpias por qué se hacen llamar sindicato? En qué comité de empresa está?",0,mano limpio hacer llamar sindicato comite empresa
14739,"@cmgorriaran Yo las porras las prefiero el 21N. Con café, para celebrarlo. Mientras tanto, trabajo y pies en el suelo ,-) @UPyD",1,porra preferir n cafe celebrarlo mientras trabajo pies suelo
9933,"Sí, mi vida, estás muy linda, tienes un cuerpazo, pero déjame te presento al cepillo de dientes y la pasta",1,si vida lindo tener cuerpazo dejame presentar cepillo diente pasta
11227,No me llamo Laura pero te casarias conmigo?  #ElRaboDe8cho @8choOficial,0,llamar laura casarias conmigo elrabodecho
15439,"#defiendelaigualdad “@CarmeChacon2011: ""Cospedal anuncia que si Rajoy gana la gente saldra a la calle. Yo digo q salgamos el #20n votando""”",0,defiendelaigualdad “ cospedal anunciar si rajoy ganar gente saldra calle decir q salgar n votar ”
10384,"La peor noche, no se como pude dormir así de enferma",1,peor noche pude dormir asi enfermo
56,"Transparencia Internacional España ocupa n. 31 en ranking 182 pdetrás Detrás de Chipre, Emiratos Arabes, Qatar...urge ley transparencia ya",1,transparencia internacional españa ocupar n ranking pdetras detras chipre emirato arabes qatarurge ley transparencia
3412,"""Esto se atasca"", dice el ministro Guindos en plena explicación de la reforma financiera. Se refería al ordenador, pero es buena metáfora",1,atasca decir ministro guindos pleno explicacion reforma financiero referia ordenador bueno metafora
16500,"En @meneame_net ""Por qué votar a una alternativa"" http://t.co/BbyYNC3l #upyd #cadavotovale",2,votar alternativa
2855,Y la cantidad de locales cedidos por la Junta y cerrados ? Dense un paseo por la Cruz Verde  http://t.co/clh5Fjcz,1,cantidad local cedido junta cerrado darse paseo cruz verde
400,He oido que esta noche 500 millones de personas verán el partido. Madre mía!Buena suerte a todos.,2,oido noche millón persona veran partido madre miabuena suerte
2986,Explosión gas posible causa dl derrumbe d 2 edificios Río d Janerio. Al menos 5 heridos y varios atrapados.Medios locales hablan d 2 muertos,1,explosion gas posible causa dl derrumbe d edificio rio d janerio menos herido varios atrapadosmedios local hablar d muerto
4572,"La policía llama enemigos a los estudiantes, la CEOE lo insinúa de los trabajadores y el Gobierno de los sindicatos.  ¿Antisistemas?",1,policia llamar enemigo estudiante ceoe insinua trabajador gobierno sindicato ¿ antisistemas
8356,@ushcala mi objetivo es seguir aprendiendo. Por dicha uno nunca para de aprender. Por ahí espero seguir asombrándome,2,objetivo seguir aprender dicho nunca aprender ahi esperar seguir asombrandome
10963,.@UGMadrid la recomendación en nuestra. ¡Nada mejor que una buena partida de paintball! ,2,recomendacion ¡ mejor bueno partida paintball
6606,Si los piquetes no son violentos ¿Porqué quieren impedir a la fuerza que salgan los autobuses en Madrid?,1,si piquete violento ¿ querer impedir fuerza salgar autobús madrid
14388,@WhiteLither Feliz Navidad Felino!!! Jaja! Saludos y abrazos a la familia!,2,feliz navidad felino jaja saludo abrazo familia
15558,"Un gobierno tiene que estar preparado, no podemos consentir que un presidente o un ministro no tengan capacidad para ejercer su cargo. #20N",0,gobierno tener preparado podemos consentir presidente ministro tener capacidad ejercer cargo n
994,Balance de la 1ª jornada del debate: En este Parlamento se va a oir de todo pero nada lo que se diga va a importar demasiado.,1,balance ª jornada debate parlamento ir oir decir va importar demasiado
11829,"Dulce de leche granizado, siempre! No me entraba como opción.",2,dulce leche granizado siempre entrabar opcion
9938,"Buenos días!!! Los retos en la vida no están ahí para paralizarte, sino para ayudarte a descubrir quién y que tan fuerte eres... Besitos",2,bueno dias reto vida estan ahi paralizarte sino ayudarte descubrir tan fuerte besitos
14075,Justo hoy tenia que amanecer enfermo,1,justo hoy tenia amanecer enfermo
4722,"El mundo árabe, cada día menos seguro. Os lo contamos en el @TelediarioInter 20:30",1,mundo arabe cada dia menos seguro contar
11760,Muchas gracias amigos y faceamigos por los ME GUSTA para esa 5k que saldrá en Febrero. Gracias por la buena onda y a entrenar,2,gracia amigo faceamigos gustar k saldra febrero gracia bueno onda entrenar
7320,@PedroFresco @cmgorriaran Cada vez que en @CiudadanosCs hablan de economía van sembrando más dudas sobre la conveniencia de votarles. ,1,   cada vez hablar economia van sembrar mas duda conveniencia votarles
5965,En el ministerio del Aire han tenido el detalle patriótico de iluminar la bandera. http://t.co/LOdS7GhE,2,ministerio aire tener detalle patriotico iluminar bandera
9264,"@cascaruffo Buenos días tía marce!! Espero que estés bien, que tengas un feliz fin de semana, te quiero, te mando muchos besos!!",2,bueno dias tia marce esperar bien tener feliz fin semana querer mar beso
4472,Mi amigo @danimelli79 de la Taperia de la Plaza de Medina nos invita a @SandraMoti y a mi a poner nombre a un pincho...ahora mismo va foto,2,amigo taperia plaza medina invitar poner nombre pinchoahora mismo va foto
6555,"""@mktfan: Una aplicación permite añadir “enemigos” a Facebook http://t.co/VKheP1DJ"" Ok, pero cuál es el máximo?",2,aplicacion permitir añadir “ enemigo ” facebook
10453,"@aikonmx ay, poes qué delicado nosierto.",0,ay poes delicado nosierto
9688,"Lejos, lejos, muy lejos...manejar hasta acá esta padre! Algo diferente q mal q ya no está la feria del caballo pq si no, me quedaba jaja!",0,lejos lejos lejosmanejar aca padre diferente q mal q feria caballo pq si quedar jaja
6020,. @eliasbendodo en el encuentro con @arantzaquiroga #elcambioandaluz http://t.co/0kp2uMeW,0,   encuentro elcambioandaluz
8745,Me hice un sándwich. En vez de queso le puse leche condensada y aún así lo puse a tostar,0,hacer sandwich vez queso poner leche condensado aun asi poner tostar
2188,"AMAIUR en el Congreso: ""Se demanda afrontar las consecuencias del conflicto. Hay q empezar acercando presos""",1,amaiur congreso demanda afrontar consecuencia conflicto q empezar acercar preso
7259,"@Roberhawk @PPopular En Nueva yor? Quiénes,los mismos que acusan a @NicolasMaduro de asesino @Pablo_Iglesias_ ? ",0,   nueva yor quieneslos mismo acusar asesino   
11588,@ClaraNyanNyan y lo bonitas que las tienes? ,2,bonito
2605,"A las 3 en @A3noticias, la policía de Italia registra Standard & Pours y la acusa de manipular el mercado",1,policia italia registrar standard pours acusa manipular mercado
5781,"El argumento del juez para no citar a Fontao es que Urdangarin siguió haciendo lo mismo ""antes y después"" de su gestión. ¿Os convence?",1,argumento juez citar fontao urdangarin siguio hacendar mismo despues gestion ¿ convencer
4049,Quién engaña al consumidor? Muy buena foto-carta en @lavanguardia http://t.co/HFlCLkZU,2,engañar consumidor bueno fotocarta
12831,@AndreaLuzuriaga me rompisteS el corazón! es una discusión ardua la del horario; no podés acomodar para entrar a las 11 algunos días?,1,rompistes corazon discusion arduo horario podar acomodar entrar algún dias
7829,""" @agarzon: Agárrense. Un 25% de los españoles cree que el sol gira alrededor de la tierra. http://t.co/0xIGmhz1eU"" Qué país, señor. #Mátome ",0,   agarrense español creer sol gira alrededor tierra
7765,"@xipirona  @RamonLuque1 No sabe ni si es @iunida Ganemos, Jodemos o Potemos, su cacao mental es digno de psicólogo. ",0,    saber si ganar jodemos potar cacao mental digno psicologo
12774,@elsamariadelca1 ESCRITO de él para estos días 2Tes:2:9)con GRAN PODER y señales y prodicios mentirosos( ILISIONES fornicarias Ap:18,1,escrito dias tescon gran poder señal prodicios mentiroso ilisiones fornicarias ap
7234,@chacbas @HoyPorHoy @Albert_Rivera Seria idea luna sanidad gratuita global..Pero hay sanidad gratuita para los españoles cuando salimos?? ,0,    serio idea luna sanidad gratuito globalpero sanidad gratuito español salir
12671,@eltreceoficial yo la vi muy bajoneada y tensa pobre @barvelez ...,1,ver bajoneado tensa pobre
15779,"@Asoensation Ese es el problema de este país, que hay mucho chorizo que encima piensa que le deben algo. @iunida",1,problema pais chorizo encima pensar deber
3544,"""Odio el sectarismo, no soy sectario ni con los que son sectarios"". Ja, ja, ja. El micrófono lo aguanta todo.",0,odio sectarismo sectario sectarios ja ja ja microfono aguantar
14156,@AlejoIgoa la divaza te tiene cansado toda la noche no te deja dormir,0,divaza tener cansado noche dejar dormir
8352,"@El_Zampaguabas Yo he ganado recursos haciendo justo eso, demostrando que el colega usó resúmenes acomodados",0,ganar recursos hacendar justo demostrar colega uso resumenes acomodado
519,Al fondo hay sitio... http://t.co/iy9MxbGW,0,fondo sitio
1755,Los médicos dejan la Comunidad Valenciana http://t.co/vSwXAbOT,1,medicos dejar comunidad valenciano
4508,De camino a bcn q hoy grabamos TSQV!!!!!!,2,camino bcn q hoy grabar tsqv
12415,Si se enoja bueno ya no corre mas esa de callarme lo que siento. Estoy re sincera y eso te duele,1,si enojar bueno correr mas callarme sentar re sincero dolar
13302,"Recibir el año nuevo sin luz, que sean las 10 y sigamos sin luz #micelmuere #notengobateria",1,recibir año nuevo luz seguir luz micelmuere notengobateria
5263,Ricardo!!! Tambien ya aqui @gil_toro ;-))) como me gusta #esesamba,2,ricardo tambien aqui    gustar esesamba
1069,El público inteligente está en las redes sociales. La educación determina su uso más que la riqueza. Impacto en medios http://t.co/CNF4O2fv,2,publico inteligente red social educacion determina uso mas riqueza impacto medio
8940,@karlillag Es muy duro para un niño verse forzado a ser parte de esos procesos,1,duro niño verse forzado ser parte proceso
11401,"3 años siguiéndote y ni una mención, con lo que te quiero  @AlvaroAuryn  #askalvarogango",1,año siguiendote mencion querer     askalvarogango
227,¿Por qué será que hoy parecía haber más gente en la recepción oficial del aniversario de la Constitución?,0,¿ sera hoy parecia haber mas gente recepcion oficial aniversario constitucion
11096,"@dime_quefuedeti Tod@s deberíamos llevar en nuestro día a día, está frase, ya q tod@s somos inmigrantes en algún lugar. ",0,tod deberiamos llevar dia dia frase q tod inmigrante algun lugar
11947,@estrelhabrasil Luuu!! Recién te leo! Lindo jueves,2,luuu recien leo lindo jueves
11168,"@AntimadridVCF Si juegan bien, pero no saben chutar, estamos apañados.  Ninguno sabe chutar a gol en el Valencia?",1,si jugar bien saber chutar apañado ninguno saber chutar gol valencia
6612,Según UGT y CC.OO el seguimiento ha sido masivo en los turnos d noche y aseguran q la jornada transcurre con normalidad y escasos incidentes,2,segun ugt ccoo seguimiento sido masivo turno d noche asegurar q jornada transcurrir normalidad escaso incidente
665,Conste que Amaiur y UPyD pueden y deben tener grupo parlamentario. Lo creen juristas del Congreso y es higiénico políticamente.,2,constar amaiur upyd pueden deben tener grupo parlamentario creer juristas congreso higienico politicamente
13827,".@Taxibeat_Lima hola, envié un correo debido a que mi usuario está supendido. Quisiera me ayuden con el inconveniente. Gracias",0,hola envie correo debido usuario supendido querer ayudar inconveniente gracias
10183,"@katikatkats no tengo fotos suyas, espero que sea real y que no exista solo en mi mente u.u",0,tener foto esperar real existir solo mente uu
15757,"Elecciones 2011: Prefiero confiar en un amigo que me ha fallado una vez,antes que en el enemigo. @conRubalcaba #votapsoe @PSOE @Mariafercoe",0,elección preferir confiar amigo fallar vezantes enemigo votapsoe
16395,"@UPyD Uno se equivoca en ciertas cosas. Cambiar de ideales de golpe y porrazo es cuanto menos, sospechoso. Espero no errar mi voto con @UpyD",0,equivocar cierto cosa cambiar ideal golpe porrazo cuanto menos sospechoso esperar errar voto
716,"A las primeras 500 solicitudes recibidas se les enviara una especie de ""entrada"" para acceder al ""evento"".#merendolatuitera",2,primero solicitud recibido enviar especie entrada acceder eventomerendolatuitera
11703,Mañana voy pa la cancha con Pau a ver al Rampla jaja me invitó uno de mis chicos y voy a ir por él acompañada de la panzona más linda,2,mañana ir pa cancha pau ver rampla jaja invito chico voy ir acompañado panzón mas lindar
14729,"@mariviromero @igfenoll @ivangeba @ppopular Recuerdo a Aznar decir q España está n quiebra..Eso empeora la prima, es eso lealtad a España?",1,     recordar aznar decir q españa n quiebraeso empeorar prima lealtar españa
12060,@pflores222 @MarieKondo ¿Podrías pasar por la editorial a retirarlo? No nos permite mandarte mensaje privado. Tienes que seguirnos,0,   ¿ podrias pasar editorial retirarlo permitir mandarte mensaje privado tener seguirnos
1699,"Las razones de Público, por @jesusmarana http://t.co/iPBjnU8Y",0,razón publico
3843,"En dos minutos, en @mananascuatro con @mrtfernandez, @carmenmorodo, @magisiglesias y Calleja.",0,dos minuto     calleja
